date,team,opponent,competition,home_away
2022-01-19T20:00Z,Brentford,Manchester Utd,Premier League,home
2022-01-19T20:00Z,Manchester Utd,Brentford,Premier League,away
2022-01-20T19:45Z,Arsenal,Liverpool,League Cup,home
2022-01-20T19:45Z,Liverpool,Arsenal,League Cup,away
2022-01-22T12:30Z,Aston Villa,Everton,Premier League,away
2022-01-22T12:30Z,Everton,Aston Villa,Premier League,home
2022-01-22T15:00Z,Brentford,Wolves,Premier League,home
2022-01-22T15:00Z,Leeds,Newcastle,Premier League,home
2022-01-22T15:00Z,Manchester Utd,West Ham,Premier League,home
2022-01-22T15:00Z,Newcastle,Leeds,Premier League,away
2022-01-22T15:00Z,West Ham,Manchester Utd,Premier League,away
2022-01-22T15:00Z,Wolves,Brentford,Premier League,away
2022-01-22T17:30Z,Manchester City,Southampton,Premier League,away
2022-01-23T14:00Z,Arsenal,Burnley,Premier League,home
2022-01-23T14:00Z,Brighton,Leicester,Premier League,away
2022-01-23T14:00Z,Burnley,Arsenal,Premier League,away
2022-01-23T14:00Z,Crystal Palace,Liverpool,Premier League,home
2022-01-23T14:00Z,Liverpool,Crystal Palace,Premier League,away
2022-01-23T16:30Z,Chelsea,Tottenham,Premier League,home
2022-01-23T16:30Z,Tottenham,Chelsea,Premier League,away
2022-02-04T20:00Z,Manchester Utd,Middlesbrough,FA Cup,home
2022-02-05T12:30Z,Chelsea,Plymouth Argyle,FA Cup,home
2022-02-05T12:30Z,West Ham,Kidderminster Harriers,FA Cup,away
2022-02-05T15:00Z,Brentford,Everton,FA Cup,away
2022-02-05T15:00Z,Crystal Palace,Hartlepool United,FA Cup,home
2022-02-05T15:00Z,Everton,Brentford,FA Cup,home
2022-02-05T15:00Z,Fulham,Manchester City,FA Cup,away
2022-02-05T15:00Z,Manchester City,Fulham,FA Cup,home
2022-02-05T15:00Z,Wolves,Norwich,FA Cup,home
2022-02-05T18:00Z,Burnley,Watford,Premier League,home
2022-02-05T20:00Z,Brighton,Tottenham,FA Cup,away
2022-02-05T20:00Z,Tottenham,Brighton,FA Cup,home
2022-02-06T12:00Z,Liverpool,Cardiff,FA Cup,home
2022-02-06T16:00Z,Nottingham,Leicester,FA Cup,home
2022-02-06T18:30Z,Bournemouth,Boreham Wood,FA Cup,home
2022-02-08T19:45Z,Everton,Newcastle,Premier League,away
2022-02-08T19:45Z,Newcastle,Everton,Premier League,home
2022-02-08T19:45Z,West Ham,Watford,Premier League,home
2022-02-08T20:00Z,Burnley,Manchester Utd,Premier League,home
2022-02-08T20:00Z,Manchester Utd,Burnley,Premier League,away
2022-02-09T19:45Z,Brentford,Manchester City,Premier League,away
2022-02-09T19:45Z,Crystal Palace,Norwich,Premier League,away
2022-02-09T19:45Z,Manchester City,Brentford,Premier League,home
2022-02-09T19:45Z,Tottenham,Southampton,Premier League,home
2022-02-09T20:00Z,Aston Villa,Leeds,Premier League,home
2022-02-09T20:00Z,Leeds,Aston Villa,Premier League,away
2022-02-10T19:45Z,Arsenal,Wolves,Premier League,away
2022-02-10T19:45Z,Liverpool,Leicester,Premier League,home
2022-02-10T19:45Z,Wolves,Arsenal,Premier League,home
2022-02-12T12:30Z,Manchester Utd,Southampton,Premier League,home
2022-02-12T15:00Z,Brentford,Crystal Palace,Premier League,home
2022-02-12T15:00Z,Brighton,Watford,Premier League,away
2022-02-12T15:00Z,Crystal Palace,Brentford,Premier League,away
2022-02-12T15:00Z,Everton,Leeds,Premier League,home
2022-02-12T15:00Z,Leeds,Everton,Premier League,away
2022-02-12T17:30Z,Manchester City,Norwich,Premier League,away
2022-02-13T14:00Z,Aston Villa,Newcastle,Premier League,away
2022-02-13T14:00Z,Burnley,Liverpool,Premier League,home
2022-02-13T14:00Z,Liverpool,Burnley,Premier League,away
2022-02-13T14:00Z,Newcastle,Aston Villa,Premier League,home
2022-02-13T14:00Z,Tottenham,Wolves,Premier League,home
2022-02-13T14:00Z,Wolves,Tottenham,Premier League,away
2022-02-13T16:30Z,West Ham,Leicester,Premier League,away
2022-02-15T20:00Z,Manchester City,Sporting CP,Champions League,away
2022-02-15T20:15Z,Brighton,Manchester Utd,Premier League,away
2022-02-15T20:15Z,Manchester Utd,Brighton,Premier League,home
2022-02-16T20:00Z,Liverpool,Internazionale,Champions League,away
2022-02-19T12:30Z,Newcastle,West Ham,Premier League,away
2022-02-19T12:30Z,West Ham,Newcastle,Premier League,home
2022-02-19T15:00Z,Arsenal,Brentford,Premier League,home
2022-02-19T15:00Z,Aston Villa,Watford,Premier League,home
2022-02-19T15:00Z,Brentford,Arsenal,Premier League,away
2022-02-19T15:00Z,Brighton,Burnley,Premier League,home
2022-02-19T15:00Z,Burnley,Brighton,Premier League,away
2022-02-19T15:00Z,Chelsea,Crystal Palace,Premier League,away
2022-02-19T15:00Z,Crystal Palace,Chelsea,Premier League,home
2022-02-19T15:00Z,Everton,Southampton,Premier League,away
2022-02-19T15:00Z,Liverpool,Norwich,Premier League,home
2022-02-19T17:30Z,Manchester City,Tottenham,Premier League,home
2022-02-19T17:30Z,Tottenham,Manchester City,Premier League,away
2022-02-20T14:00Z,Leeds,Manchester Utd,Premier League,home
2022-02-20T14:00Z,Manchester Utd,Leeds,Premier League,away
2022-02-20T16:30Z,Wolves,Leicester,Premier League,home
2022-02-22T20:00Z,Chelsea,Lille,Champions League,home
2022-02-23T19:30Z,Burnley,Tottenham,Premier League,home
2022-02-23T19:30Z,Crystal Palace,Watford,Premier League,away
2022-02-23T19:30Z,Tottenham,Burnley,Premier League,away
2022-02-23T19:45Z,Leeds,Liverpool,Premier League,away
2022-02-23T19:45Z,Liverpool,Leeds,Premier League,home
2022-02-23T20:00Z,Manchester Utd,Atlético Madrid,Champions League,away
2022-02-24T19:45Z,Arsenal,Wolves,Premier League,home
2022-02-24T19:45Z,Wolves,Arsenal,Premier League,away
2022-02-26T12:30Z,Leeds,Tottenham,Premier League,home
2022-02-26T12:30Z,Tottenham,Leeds,Premier League,away
2022-02-26T15:00Z,Brentford,Newcastle,Premier League,home
2022-02-26T15:00Z,Burnley,Crystal Palace,Premier League,away
2022-02-26T15:00Z,Crystal Palace,Burnley,Premier League,home
2022-02-26T15:00Z,Manchester Utd,Watford,Premier League,home
2022-02-26T15:00Z,Newcastle,Brentford,Premier League,away
2022-02-26T15:30Z,Aston Villa,Brighton,Premier League,away
2022-02-26T15:30Z,Brighton,Aston Villa,Premier League,home
2022-02-26T17:30Z,Everton,Manchester City,Premier League,home
2022-02-26T17:30Z,Manchester City,Everton,Premier League,away
2022-02-27T14:00Z,West Ham,Wolves,Premier League,home
2022-02-27T14:00Z,Wolves,West Ham,Premier League,away
2022-02-27T16:30Z,Chelsea,Liverpool,League Cup,home
2022-02-27T16:30Z,Liverpool,Chelsea,League Cup,away
2022-03-01T19:15Z,Manchester City,Peterborough United,FA Cup,away
2022-03-01T19:30Z,Crystal Palace,Stoke,FA Cup,home
2022-03-01T19:45Z,Burnley,Leicester,Premier League,home
2022-03-01T19:55Z,Tottenham,Middlesbrough,FA Cup,away
2022-03-02T19:15Z,Chelsea,Luton Town,FA Cup,away
2022-03-02T19:30Z,West Ham,Southampton,FA Cup,away
2022-03-02T20:15Z,Liverpool,Norwich,FA Cup,home
2022-03-03T20:15Z,Everton,Boreham Wood,FA Cup,home
2022-03-05T12:30Z,Leeds,Leicester,Premier League,away
2022-03-05T15:00Z,Aston Villa,Southampton,Premier League,home
2022-03-05T15:00Z,Brentford,Norwich,Premier League,away
2022-03-05T15:00Z,Brighton,Newcastle,Premier League,away
2022-03-05T15:00Z,Burnley,Chelsea,Premier League,home
2022-03-05T15:00Z,Chelsea,Burnley,Premier League,away
2022-03-05T15:00Z,Crystal Palace,Wolves,Premier League,away
2022-03-05T15:00Z,Newcastle,Brighton,Premier League,home
2022-03-05T15:00Z,Wolves,Crystal Palace,Premier League,home
2022-03-05T17:30Z,Liverpool,West Ham,Premier League,home
2022-03-05T17:30Z,West Ham,Liverpool,Premier League,away
2022-03-06T14:00Z,Arsenal,Watford,Premier League,away
2022-03-06T16:30Z,Manchester City,Manchester Utd,Premier League,home
2022-03-06T16:30Z,Manchester Utd,Manchester City,Premier League,away
2022-03-07T19:30Z,Nottingham,Huddersfield,FA Cup,home
2022-03-07T20:00Z,Everton,Tottenham,Premier League,away
2022-03-07T20:00Z,Tottenham,Everton,Premier League,home
2022-03-08T20:00Z,Liverpool,Internazionale,Champions League,home
2022-03-09T20:00Z,Manchester City,Sporting CP,Champions League,home
2022-03-10T17:45Z,West Ham,Sevilla,Europa League,away
2022-03-10T19:30Z,Chelsea,Norwich,Premier League,away
2022-03-10T19:30Z,Newcastle,Southampton,Premier League,away
2022-03-10T19:30Z,Wolves,Watford,Premier League,home
2022-03-10T19:45Z,Aston Villa,Leeds,Premier League,away
2022-03-10T19:45Z,Leeds,Aston Villa,Premier League,home
2022-03-12T12:30Z,Brighton,Liverpool,Premier League,home
2022-03-12T12:30Z,Liverpool,Brighton,Premier League,away
2022-03-12T15:00Z,Brentford,Burnley,Premier League,home
2022-03-12T15:00Z,Burnley,Brentford,Premier League,away
2022-03-12T17:30Z,Manchester Utd,Tottenham,Premier League,home
2022-03-12T17:30Z,Tottenham,Manchester Utd,Premier League,away
2022-03-13T14:00Z,Aston Villa,West Ham,Premier League,away
2022-03-13T14:00Z,Chelsea,Newcastle,Premier League,home
2022-03-13T14:00Z,Everton,Wolves,Premier League,home
2022-03-13T14:00Z,Leeds,Norwich,Premier League,home
2022-03-13T14:00Z,Newcastle,Chelsea,Premier League,away
2022-03-13T14:00Z,West Ham,Aston Villa,Premier League,home
2022-03-13T14:00Z,Wolves,Everton,Premier League,away
2022-03-13T16:30Z,Arsenal,Leicester,Premier League,home
2022-03-14T20:00Z,Crystal Palace,Manchester City,Premier League,home
2022-03-14T20:00Z,Manchester City,Crystal Palace,Premier League,away
2022-03-15T20:00Z,Manchester Utd,Atlético Madrid,Champions League,home
2022-03-16T19:30Z,Brighton,Tottenham,Premier League,home
2022-03-16T19:30Z,Tottenham,Brighton,Premier League,away
2022-03-16T20:00Z,Chelsea,Lille,Champions League,away
2022-03-16T20:15Z,Arsenal,Liverpool,Premier League,home
2022-03-16T20:15Z,Liverpool,Arsenal,Premier League,away
2022-03-17T19:45Z,Everton,Newcastle,Premier League,home
2022-03-17T19:45Z,Newcastle,Everton,Premier League,away
2022-03-17T20:00Z,West Ham,Sevilla,Europa League,home
2022-03-18T20:00Z,Leeds,Wolves,Premier League,away
2022-03-18T20:00Z,Wolves,Leeds,Premier League,home
2022-03-19T12:30Z,Arsenal,Aston Villa,Premier League,away
2022-03-19T12:30Z,Aston Villa,Arsenal,Premier League,home
2022-03-19T17:15Z,Chelsea,Middlesbrough,FA Cup,away
2022-03-20T12:30Z,Crystal Palace,Everton,FA Cup,home
2022-03-20T12:30Z,Everton,Crystal Palace,FA Cup,away
2022-03-20T14:00Z,Brentford,Leicester,Premier League,away
2022-03-20T15:00Z,Manchester City,Southampton,FA Cup,away
2022-03-20T16:30Z,Tottenham,West Ham,Premier League,home
2022-03-20T16:30Z,West Ham,Tottenham,Premier League,away
2022-03-20T18:00Z,Liverpool,Nottingham,FA Cup,away
2022-03-20T18:00Z,Nottingham,Liverpool,FA Cup,home
2022-04-02T11:30Z,Liverpool,Watford,Premier League,home
2022-04-02T14:00Z,Aston Villa,Wolves,Premier League,away
2022-04-02T14:00Z,Brentford,Chelsea,Premier League,away
2022-04-02T14:00Z,Brighton,Norwich,Premier League,home
2022-04-02T14:00Z,Burnley,Manchester City,Premier League,home
2022-04-02T14:00Z,Chelsea,Brentford,Premier League,home
2022-04-02T14:00Z,Leeds,Southampton,Premier League,home
2022-04-02T14:00Z,Manchester City,Burnley,Premier League,away
2022-04-02T14:00Z,Wolves,Aston Villa,Premier League,home
2022-04-02T16:30Z,Manchester Utd,Leicester,Premier League,home
2022-04-03T13:00Z,Everton,West Ham,Premier League,away
2022-04-03T13:00Z,West Ham,Everton,Premier League,home
2022-04-03T15:30Z,Newcastle,Tottenham,Premier League,away
2022-04-03T15:30Z,Tottenham,Newcastle,Premier League,home
2022-04-04T19:00Z,Arsenal,Crystal Palace,Premier League,away
2022-04-04T19:00Z,Crystal Palace,Arsenal,Premier League,home
2022-04-05T19:00Z,Liverpool,Benfica,Champions League,away
2022-04-05T19:00Z,Manchester City,Atlético Madrid,Champions League,home
2022-04-06T18:30Z,Burnley,Everton,Premier League,home
2022-04-06T18:30Z,Everton,Burnley,Premier League,away
2022-04-06T19:00Z,Chelsea,Real Madrid,Champions League,home
2022-04-07T19:00Z,West Ham,Lyon,Europa League,home
2022-04-08T19:00Z,Newcastle,Wolves,Premier League,home
2022-04-08T19:00Z,Wolves,Newcastle,Premier League,away
2022-04-09T11:30Z,Everton,Manchester Utd,Premier League,home
2022-04-09T11:30Z,Manchester Utd,Everton,Premier League,away
2022-04-09T14:00Z,Arsenal,Brighton,Premier League,home
2022-04-09T14:00Z,Brighton,Arsenal,Premier League,away
2022-04-09T14:00Z,Chelsea,Southampton,Premier League,away
2022-04-09T14:00Z,Leeds,Watford,Premier League,away
2022-04-09T16:30Z,Aston Villa,Tottenham,Premier League,home
2022-04-09T16:30Z,Tottenham,Aston Villa,Premier League,away
2022-04-10T13:00Z,Brentford,West Ham,Premier League,home
2022-04-10T13:00Z,Burnley,Norwich,Premier League,away
2022-04-10T13:00Z,Crystal Palace,Leicester,Premier League,away
2022-04-10T13:00Z,West Ham,Brentford,Premier League,away
2022-04-10T15:30Z,Liverpool,Manchester City,Premier League,away
2022-04-10T15:30Z,Manchester City,Liverpool,Premier League,home
2022-04-12T19:00Z,Chelsea,Real Madrid,Champions League,away
2022-04-13T19:00Z,Liverpool,Benfica,Champions League,home
2022-04-13T19:00Z,Manchester City,Atlético Madrid,Champions League,away
2022-04-14T19:00Z,West Ham,Lyon,Europa League,away
2022-04-16T11:30Z,Brighton,Tottenham,Premier League,away
2022-04-16T11:30Z,Tottenham,Brighton,Premier League,home
2022-04-16T14:00Z,Arsenal,Southampton,Premier League,away
2022-04-16T14:00Z,Brentford,Watford,Premier League,away
2022-04-16T14:00Z,Manchester Utd,Norwich,Premier League,home
2022-04-16T14:30Z,Liverpool,Manchester City,FA Cup,away
2022-04-16T14:30Z,Manchester City,Liverpool,FA Cup,home
2022-04-17T13:15Z,Burnley,West Ham,Premier League,away
2022-04-17T13:15Z,Newcastle,Leicester,Premier League,home
2022-04-17T13:15Z,West Ham,Burnley,Premier League,home
2022-04-17T15:30Z,Chelsea,Crystal Palace,FA Cup,home
2022-04-17T15:30Z,Crystal Palace,Chelsea,FA Cup,away
2022-04-19T19:00Z,Liverpool,Manchester Utd,Premier League,home
2022-04-19T19:00Z,Manchester Utd,Liverpool,Premier League,away
2022-04-20T18:45Z,Arsenal,Chelsea,Premier League,away
2022-04-20T18:45Z,Chelsea,Arsenal,Premier League,home
2022-04-20T18:45Z,Crystal Palace,Newcastle,Premier League,away
2022-04-20T18:45Z,Everton,Leicester,Premier League,home
2022-04-20T18:45Z,Newcastle,Crystal Palace,Premier League,home
2022-04-20T19:00Z,Brighton,Manchester City,Premier League,away
2022-04-20T19:00Z,Manchester City,Brighton,Premier League,home
2022-04-21T18:45Z,Burnley,Southampton,Premier League,home
2022-04-23T11:30Z,Arsenal,Manchester Utd,Premier League,home
2022-04-23T11:30Z,Manchester Utd,Arsenal,Premier League,away
2022-04-23T14:00Z,Aston Villa,Leicester,Premier League,away
2022-04-23T14:00Z,Manchester City,Watford,Premier League,home
2022-04-23T14:00Z,Newcastle,Norwich,Premier League,away
2022-04-23T16:30Z,Brentford,Tottenham,Premier League,home
2022-04-23T16:30Z,Tottenham,Brentford,Premier League,away
2022-04-24T13:00Z,Brighton,Southampton,Premier League,home
2022-04-24T13:00Z,Burnley,Wolves,Premier League,home
2022-04-24T13:00Z,Chelsea,West Ham,Premier League,home
2022-04-24T13:00Z,West Ham,Chelsea,Premier League,away
2022-04-24T13:00Z,Wolves,Burnley,Premier League,away
2022-04-24T15:30Z,Everton,Liverpool,Premier League,away
2022-04-24T15:30Z,Liverpool,Everton,Premier League,home
2022-04-25T19:00Z,Crystal Palace,Leeds,Premier League,home
2022-04-25T19:00Z,Leeds,Crystal Palace,Premier League,away
2022-04-26T19:00Z,Manchester City,Real Madrid,Champions League,home
2022-04-27T19:00Z,Liverpool,Villarreal,Champions League,home
2022-04-28T18:45Z,Chelsea,Manchester Utd,Premier League,away
2022-04-28T18:45Z,Manchester Utd,Chelsea,Premier League,home
2022-04-28T19:00Z,West Ham,Eintracht Frankfurt,Europa League,home
2022-04-30T11:30Z,Liverpool,Newcastle,Premier League,away
2022-04-30T11:30Z,Newcastle,Liverpool,Premier League,home
2022-04-30T14:00Z,Aston Villa,Norwich,Premier League,home
2022-04-30T14:00Z,Brighton,Wolves,Premier League,away
2022-04-30T14:00Z,Burnley,Watford,Premier League,away
2022-04-30T14:00Z,Crystal Palace,Southampton,Premier League,away
2022-04-30T14:00Z,Wolves,Brighton,Premier League,home
2022-04-30T16:30Z,Leeds,Manchester City,Premier League,home
2022-04-30T16:30Z,Manchester City,Leeds,Premier League,away
2022-05-01T13:00Z,Chelsea,Everton,Premier League,away
2022-05-01T13:00Z,Everton,Chelsea,Premier League,home
2022-05-01T13:00Z,Tottenham,Leicester,Premier League,home
2022-05-01T15:30Z,Arsenal,West Ham,Premier League,away
2022-05-01T15:30Z,West Ham,Arsenal,Premier League,home
2022-05-02T19:00Z,Brentford,Manchester Utd,Premier League,away
2022-05-02T19:00Z,Manchester Utd,Brentford,Premier League,home
2022-05-03T19:00Z,Liverpool,Villarreal,Champions League,away
2022-05-04T19:00Z,Manchester City,Real Madrid,Champions League,away
2022-05-05T19:00Z,West Ham,Eintracht Frankfurt,Europa League,away
2022-05-07T14:00Z,Aston Villa,Burnley,Premier League,away
2022-05-07T14:00Z,Brentford,Southampton,Premier League,home
2022-05-07T14:00Z,Burnley,Aston Villa,Premier League,home
2022-05-07T14:00Z,Chelsea,Wolves,Premier League,home
2022-05-07T14:00Z,Crystal Palace,Watford,Premier League,home
2022-05-07T14:00Z,Wolves,Chelsea,Premier League,away
2022-05-07T16:30Z,Brighton,Manchester Utd,Premier League,home
2022-05-07T16:30Z,Manchester Utd,Brighton,Premier League,away
2022-05-07T18:45Z,Liverpool,Tottenham,Premier League,home
2022-05-07T18:45Z,Tottenham,Liverpool,Premier League,away
2022-05-08T13:00Z,Arsenal,Leeds,Premier League,home
2022-05-08T13:00Z,Everton,Leicester,Premier League,away
2022-05-08T13:00Z,Leeds,Arsenal,Premier League,away
2022-05-08T13:00Z,West Ham,Norwich,Premier League,away
2022-05-08T15:30Z,Manchester City,Newcastle,Premier League,home
2022-05-08T15:30Z,Newcastle,Manchester City,Premier League,away
2022-05-10T19:00Z,Aston Villa,Liverpool,Premier League,home
2022-05-10T19:00Z,Liverpool,Aston Villa,Premier League,away
2022-05-11T18:30Z,Chelsea,Leeds,Premier League,away
2022-05-11T18:30Z,Leeds,Chelsea,Premier League,home
2022-05-11T18:45Z,Everton,Watford,Premier League,away
2022-05-11T19:15Z,Manchester City,Wolves,Premier League,away
2022-05-11T19:15Z,Wolves,Manchester City,Premier League,home
2022-05-12T18:45Z,Arsenal,Tottenham,Premier League,away
2022-05-12T18:45Z,Tottenham,Arsenal,Premier League,home
2022-05-14T15:45Z,Chelsea,Liverpool,FA Cup,home
2022-05-14T15:45Z,Liverpool,Chelsea,FA Cup,away
2022-05-15T11:00Z,Burnley,Tottenham,Premier League,away
2022-05-15T11:00Z,Tottenham,Burnley,Premier League,home
2022-05-15T13:00Z,Aston Villa,Crystal Palace,Premier League,home
2022-05-15T13:00Z,Brighton,Leeds,Premier League,away
2022-05-15T13:00Z,Crystal Palace,Aston Villa,Premier League,away
2022-05-15T13:00Z,Leeds,Brighton,Premier League,home
2022-05-15T13:00Z,Manchester City,West Ham,Premier League,away
2022-05-15T13:00Z,West Ham,Manchester City,Premier League,home
2022-05-15T13:00Z,Wolves,Norwich,Premier League,home
2022-05-15T15:30Z,Brentford,Everton,Premier League,away
2022-05-15T15:30Z,Everton,Brentford,Premier League,home
2022-05-16T19:00Z,Arsenal,Newcastle,Premier League,away
2022-05-16T19:00Z,Newcastle,Arsenal,Premier League,home
2022-05-17T18:45Z,Liverpool,Southampton,Premier League,away
2022-05-19T18:45Z,Crystal Palace,Everton,Premier League,away
2022-05-19T18:45Z,Everton,Crystal Palace,Premier League,home
2022-05-19T19:00Z,Aston Villa,Burnley,Premier League,home
2022-05-19T19:00Z,Burnley,Aston Villa,Premier League,away
2022-05-19T19:00Z,Chelsea,Leicester,Premier League,home
2022-05-22T15:00Z,Arsenal,Everton,Premier League,home
2022-05-22T15:00Z,Aston Villa,Manchester City,Premier League,away
2022-05-22T15:00Z,Brentford,Leeds,Premier League,home
2022-05-22T15:00Z,Brighton,West Ham,Premier League,home
2022-05-22T15:00Z,Burnley,Newcastle,Premier League,home
2022-05-22T15:00Z,Chelsea,Watford,Premier League,home
2022-05-22T15:00Z,Crystal Palace,Manchester Utd,Premier League,home
2022-05-22T15:00Z,Everton,Arsenal,Premier League,away
2022-05-22T15:00Z,Leeds,Brentford,Premier League,away
2022-05-22T15:00Z,Liverpool,Wolves,Premier League,home
2022-05-22T15:00Z,Manchester City,Aston Villa,Premier League,home
2022-05-22T15:00Z,Manchester Utd,Crystal Palace,Premier League,away
2022-05-22T15:00Z,Newcastle,Burnley,Premier League,away
2022-05-22T15:00Z,Tottenham,Norwich,Premier League,away
2022-05-22T15:00Z,West Ham,Brighton,Premier League,away
2022-05-22T15:00Z,Wolves,Liverpool,Premier League,away
2022-05-28T19:36Z,Liverpool,Real Madrid,Champions League,home
